0.900000 0.000000
1.000000 0.000000
1.250000 0.000000
1.500000 0.000270
1.750000 0.136693
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.000000
5.000000 0.000000
5.500000 0.000000
6.000000 0.000000
6.500000 0.000000
7.000000 0.000000
7.500000 0.073812
8.000000 0.136227
8.500000 0.198719
9.000000 0.134130
9.500000 0.019951
10.000000 0.130836
10.500000 0.133405
11.000000 0.000000
11.500000 0.035957
12.000000 0.000000
12.500000 0.000000
13.000000 0.000000
13.500000 0.000000
14.000000 0.000000
