0.900000 0.000000
1.000000 0.000000
1.250000 0.000000
1.500000 0.101409
1.750000 0.048621
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.000000
5.000000 0.000000
5.500000 0.000000
6.000000 0.000000
6.500000 0.000000
7.000000 0.000000
7.500000 0.190874
8.000000 0.349332
8.500000 0.259468
9.000000 0.050296
9.500000 0.000000
10.000000 0.000000
10.500000 0.000000
11.000000 0.000000
11.500000 0.000000
12.000000 0.000000
12.500000 0.000000
13.000000 0.000000
13.500000 0.000000
14.000000 0.000000
