0.900000 0.000000
1.000000 0.002363
1.250000 0.000000
1.500000 0.000000
1.750000 0.000000
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.000000
5.000000 0.000000
5.500000 0.000000
6.000000 0.000000
6.500000 0.006177
7.000000 0.000000
7.500000 0.000000
8.000000 0.000000
8.500000 0.000000
9.000000 0.000000
9.500000 0.000000
10.000000 0.007369
10.500000 0.026617
11.000000 0.055615
11.500000 0.103018
12.000000 0.133118
12.500000 0.154040
13.000000 0.131405
13.500000 0.163363
14.000000 0.216914
