0.900000 0.000000
1.000000 0.000000
1.250000 0.003908
1.500000 0.000000
1.750000 0.000000
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.179132
5.000000 0.000000
5.500000 0.000000
6.000000 0.013289
6.500000 0.025522
7.000000 0.090584
7.500000 0.127163
8.000000 0.151905
8.500000 0.165115
9.000000 0.137610
9.500000 0.000000
10.000000 0.000000
10.500000 0.000000
11.000000 0.000000
11.500000 0.000000
12.000000 0.000000
12.500000 0.033374
13.000000 0.024369
13.500000 0.016748
14.000000 0.031281
