0.900000 0.000000
1.000000 0.000000
1.250000 0.000000
1.500000 0.000371
1.750000 0.000000
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.033383
5.000000 0.000000
5.500000 0.000000
6.000000 0.000000
6.500000 0.000000
7.000000 0.000000
7.500000 0.012722
8.000000 0.075504
8.500000 0.173182
9.000000 0.159167
9.500000 0.065618
10.000000 0.017090
10.500000 0.002365
11.000000 0.034119
11.500000 0.115973
12.000000 0.126607
12.500000 0.097717
13.000000 0.043385
13.500000 0.018243
14.000000 0.024555
