0.900000 0.000000
1.000000 0.002739
1.250000 0.000000
1.500000 0.000000
1.750000 0.000000
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.000000
5.000000 0.000000
5.500000 0.000000
6.000000 0.000000
6.500000 0.011685
7.000000 0.000000
7.500000 0.000000
8.000000 0.000000
8.500000 0.000000
9.000000 0.000000
9.500000 0.000000
10.000000 0.000000
10.500000 0.015159
11.000000 0.049029
11.500000 0.081499
12.000000 0.105238
12.500000 0.129499
13.000000 0.135038
13.500000 0.204797
14.000000 0.265317
