0.900000 0.000000
1.000000 0.000000
1.250000 0.000000
1.500000 0.000996
1.750000 0.000000
2.000000 0.000000
2.250000 0.000000
2.500000 0.000000
2.750000 0.000000
3.000000 0.000000
3.250000 0.000000
3.500000 0.000000
3.750000 0.000000
4.000000 0.000000
4.500000 0.020633
5.000000 0.000000
5.500000 0.000000
6.000000 0.000000
6.500000 0.000000
7.000000 0.000000
7.500000 0.000000
8.000000 0.000000
8.500000 0.008211
9.000000 0.025452
9.500000 0.040442
10.000000 0.046342
10.500000 0.089615
11.000000 0.189928
11.500000 0.247164
12.000000 0.198453
12.500000 0.101479
13.000000 0.000000
13.500000 0.000000
14.000000 0.031286
